frac_year,tcwv
2011.812243150685,5.2
2011.812300219178,5.8
2011.8123573150685,5.8
2011.8124143835616,6.1
2011.8124714520548,5.8
2011.8125285479452,5.3
2011.8125856164384,5.5
2011.8126426849315,5.7
2011.812699780822,5.6
2011.812756849315,5.6
2011.8128139178082,5.5
2011.8128710136987,5.9
2011.8129280821918,5.8
2011.8129851506849,5.4
2011.8130422465754,5.8
2011.8130993150685,5.8
2011.8131563835616,5.7
2011.813213479452,6.2
2011.8132705479452,6.2
2011.8133276164383,6.0
2011.8133847123288,6.5
2011.813441780822,6.5
2011.813498849315,6.6
2011.8135559452055,7.1
2011.8136130136986,6.9
2011.8137271780822,7.0
2011.8137842465753,7.6
2011.8138413150684,7.4
2011.813898410959,7.3
2011.813955479452,7.3
2011.8140125479451,7.3
2011.8140696438356,8.4
2011.8141267123287,8.9
2011.8141837808218,9.5
2011.8142408767123,10.1
2011.8142979452055,10.3
2011.8143550136986,10.0
2011.814412109589,9.8
2011.8144691780822,11.6
2011.8145262465753,13.4
2011.8145833424658,13.4
2011.8146404109589,13.1
2011.814697479452,14.4
2011.8147545753425,15.6
2011.8148116438356,16.1
2011.8148687123287,16.4
2011.8149258082192,16.3
2011.8149828767123,16.6
2011.8150399452054,17.1
2011.815097041096,17.6
2011.815154109589,18.2
2011.815211178082,18.2
2011.8152682739726,17.6
2011.8153253424657,17.6
2011.8153824109588,17.8
2011.8154395068493,18.2
2011.8154965753424,18.3
2011.8155536438355,18.3
2011.815610739726,18.8
2011.8156678082191,18.5
2011.8157248767122,18.4
2011.8157819726027,19.1
2011.8158390410958,19.0
2011.815896109589,19.1
2011.8159532054794,19.4
2011.8160102739726,19.4
2011.8160673424657,19.3
2011.8161244383562,19.1
2011.8161815068493,19.2
2011.8162385753424,19.2
2011.8162956712329,18.9
2011.816352739726,18.8
2011.8164669041096,18.6
2011.8165239726027,18.9
2011.8165810410958,18.9
2011.8166381369863,18.3
2011.8166952054794,17.4
2011.8167522739725,17.0
2011.816809369863,17.2
2011.816866438356,16.8
2011.8169235068492,16.7
2011.8169806027397,16.8
2011.8170376712328,15.5
2011.817094739726,14.3
2011.8171518356164,13.7
2011.8172089041095,11.7
2011.8172659726026,11.0
2011.8173230684931,11.6
2011.8173801369862,11.5
2011.8174372054796,11.5
2011.8174943013698,11.1
2011.817551369863,10.6
2011.8176084383563,10.7
2011.8176655342465,10.5
2011.8177226027397,10.5
2011.817779671233,10.9
2011.8178367671233,11.9
2011.8178938356164,12.5
2011.8179509041097,13.1
2011.818008,13.4
2011.818065068493,12.3
2011.8181221369864,13.3
2011.8181792328767,13.7
2011.8182363013698,13.5
2011.818293369863,13.7
2011.8183504657534,13.5
2011.8184075342465,13.1
2011.8184646027398,12.0
2011.81852169863,11.9
2011.8185787671232,12.1
2011.8186358356165,11.7
2011.8186929315068,12.4
2011.81875,12.1
2011.8188070684932,11.2
2011.8188641643835,11.6
2011.8189212328766,12.0
2011.81897830137,12.1
2011.8190353972602,12.0
2011.8190924657533,11.6
2011.819206630137,11.6
2011.81926369863,12.5
2011.8193207671234,13.0
2011.8193778630136,12.8
2011.8194349315067,12.4
2011.819492,12.5
2011.8195490958904,12.7
2011.8196061643835,12.7
2011.8196632328768,13.0
2011.819720328767,12.9
2011.8197773972602,12.4
2011.8198344657535,12.7
2011.8198915616438,12.7
2011.8199486301369,12.6
2011.8200056986302,13.2
2011.8200627945205,13.6
2011.8201198630136,13.5
2011.820176931507,13.6
2011.8202340273972,13.7
2011.8202910958903,13.6
2011.8203481643836,13.0
2011.820405260274,12.7
2011.8204623287672,12.8
2011.8205193972603,12.6
2011.8205764931506,12.5
2011.820633561644,12.8
2011.820690630137,12.3
2011.8207477260273,12.0
2011.8208047945207,12.2
2011.8208618630138,12.4
2011.820918958904,12.2
2011.8209760273974,12.4
2011.8210330958905,13.0
2011.8210901917807,13.2
2011.821147260274,13.2
2011.8212043287672,13.3
2011.8212614246575,13.1
2011.8213184931508,13.3
2011.821375561644,13.6
2011.8214326575342,13.9
2011.8214897260275,14.2
2011.8215467945206,14.0
2011.8216038904109,14.2
2011.8216609589042,14.6
2011.8217180273973,14.8
2011.8217751232876,14.7
2011.821832191781,14.3
2011.8219463561643,14.0
2011.8220034246576,14.1
2011.8220604931507,13.9
2011.822117589041,13.5
2011.8221746575343,13.4
2011.8222317260274,13.5
2011.8222888219177,13.6
2011.822345890411,13.2
2011.8224029589041,13.1
2011.8224600547944,12.8
2011.8225171232878,12.1
2011.8225741917809,12.3
2011.8226312876711,12.0
2011.8226883561645,11.2
2011.8227454246576,11.6
2011.8228025205478,11.9
2011.8228595890412,11.2
2011.8229166575343,10.6
2011.8229737534245,10.2
2011.8230308219179,10.1
2011.823087890411,10.1
2011.8231449863013,9.9
2011.8232020547946,9.9
2011.8232591232877,10.0
2011.8233162191782,10.5
2011.8233732876713,11.2
2011.8234303561644,10.8
2011.823487452055,10.4
2011.823544520548,10.6
2011.8236015890411,10.6
2011.8236586849316,10.6
2011.8237157534247,10.6
2011.8237728219178,10.6
2011.8238299178083,10.7
2011.8238869863014,10.3
2011.8239440547945,10.6
2011.824001150685,10.6
2011.8240582191781,11.0
2011.8241152876712,11.6
2011.8241723835617,11.7
2011.8242294520549,11.9
2011.824286520548,11.6
2011.8243436164385,12.1
2011.8244006849316,12.9
2011.8244577534247,13.8
2011.8245148493152,14.0
2011.8245719178083,13.6
2011.8246860821919,15.1
2011.824743150685,15.4
2011.824800219178,15.2
2011.8248573150686,15.1
2011.8249143835617,15.2
2011.8249714520548,15.5
2011.8250285479453,15.4
2011.8250856164384,15.3
2011.8251426849315,15.2
2011.825199780822,15.1
2011.825256849315,14.9
2011.8253139178082,14.8
2011.8253710136987,15.0
2011.8254280821918,15.2
2011.825485150685,15.8
2011.8255422465754,16.1
2011.8255993150685,16.0
2011.8256563835616,16.0
2011.8257134794521,16.3
2011.8257705479452,16.5
2011.8258276164383,16.2
2011.8258847123288,15.9
2011.825941780822,16.2
2011.825998849315,16.4
2011.8260559452056,16.5
2011.8261130136987,17.0
2011.8261700821918,16.7
2011.8262271780823,15.9
2011.8262842465754,16.4
2011.8263413150685,16.7
2011.826398410959,16.4
2011.826455479452,16.7
2011.8265125479452,17.5
2011.8265696438357,17.0
2011.8266267123288,16.6
2011.826683780822,16.9
2011.8267408767124,16.6
2011.8267979452055,16.6
2011.8268550136986,16.8
2011.826912109589,17.0
2011.8269691780822,17.0
2011.8270262465753,16.5
2011.8270833424658,16.5
2011.827140410959,16.9
2011.827197479452,17.0
2011.8272545753425,16.6
2011.8273116438356,16.4
2011.8301655342466,14.0
2011.8302226027397,14.3
2011.8302796712328,14.7
2011.8303367671233,14.4
2011.8303938356164,14.4
2011.8304509041095,14.6
2011.830508,13.9
2011.8305650684931,13.9
2011.8306221369862,14.1
2011.8306792328767,13.6
2011.8307363013698,13.7
2011.830793369863,14.1
2011.8308504657534,14.2
2011.8309075342465,14.6
2011.8309646027396,15.1
2011.8310216986301,15.1
2011.8310787671232,14.8
2011.8311358356164,15.0
2011.8311929315068,14.5
2011.83125,13.4
2011.831307068493,12.9
2011.8313641643836,12.0
2011.8314212328767,10.9
2011.8314783013698,10.6
2011.8315353972603,10.6
2011.8315924657534,10.7
2011.8316495342465,10.3
2011.831706630137,10.1
2011.83176369863,10.4
2011.8318207671232,9.8
2011.8318778630137,9.6
2011.8319349315068,10.1
2011.831992,10.5
2011.8320490958904,10.3
2011.8321061643835,10.1
2011.8321632328766,10.9
2011.832220328767,11.5
2011.8322773972602,11.6
2011.8323344657533,11.5
2011.8323915616438,11.3
2011.832448630137,10.7
2011.83250569863,10.5
2011.8325627945205,10.9
2011.8326198630136,10.9
2011.8326769315067,10.7
2011.8327340273972,9.9
2011.8327910958903,9.4
2011.832905260274,9.8
2011.832962328767,9.9
2011.8330193972604,9.5
2011.8330764931507,9.2
2011.8331335616438,9.3
2011.833190630137,9.3
2011.8332477260274,9.1
2011.8333047945205,9.2
2011.8333618630138,9.5
2011.833418958904,9.1
2011.8334760273972,8.9
2011.8335330958905,8.9
2011.8335901917808,8.7
2011.833647260274,8.6
2011.8337043287672,8.9
2011.8337614246575,8.6
2011.8338184931506,8.3
2011.833875561644,8.4
2011.8339326575342,8.4
2011.8339897260273,8.0
2011.8340467945206,7.9
2011.834103890411,8.2
2011.834160958904,8.4
2011.8342180273974,8.6
2011.8342751232876,9.0
2011.8343321917807,8.7
2011.834389260274,7.7
2011.8344463561643,8.1
2011.8345034246574,8.8
2011.8345604931508,8.5
2011.834617589041,8.5
2011.8346746575342,8.6
2011.8347317260275,9.0
2011.8347888219178,9.3
2011.8348458904109,9.6
2011.8349029589042,9.5
2011.8349600547945,9.0
2011.8350171232876,9.3
2011.835074191781,9.4
2011.8351312876712,9.6
2011.8351883561643,9.2
2011.8352454246576,9.0
2011.8353025205479,9.2
2011.835359589041,9.0
2011.8354166575343,8.8
2011.8354737534246,8.5
2011.8355308219177,8.4
2011.8356449863013,8.2
2011.8357020547944,8.2
2011.8357591232877,7.7
2011.835816219178,7.8
2011.8358732876711,7.9
2011.8359303561645,7.9
2011.8359874520547,7.7
2011.836044520548,7.8
2011.8361015890412,7.8
2011.8361586849314,7.4
2011.8362157534248,7.5
2011.8362728219179,7.3
2011.8363299178081,7.2
2011.8363869863015,7.5
2011.8364440547946,7.6
2011.8365011506849,7.3
2011.8365582191782,7.1
2011.8366152876713,6.8
2011.8366723835616,6.8
2011.836729452055,6.7
2011.836786520548,6.2
2011.8368436164383,6.3
2011.8369006849316,6.8
2011.8369577534247,7.4
2011.837014849315,8.1
2011.8370719178083,7.7
2011.8371289863014,7.4
2011.8371860821917,7.6
2011.837243150685,7.8
2011.8373002191781,8.1
2011.8373573150684,8.4
2011.8374143835617,8.7
2011.8374714520548,9.3
2011.837528547945,9.0
2011.8375856164384,9.3
2011.8376426849316,10.6
2011.8376997808218,11.3
2011.8377568493152,12.4
2011.8378139178083,13.5
2011.8378710136985,14.1
2011.8379280821919,14.2
2011.837985150685,14.7
2011.8380422465752,15.3
2011.8380993150686,15.5
2011.8381563835617,15.6
2011.838213479452,15.6
2011.8382705479453,15.6
2011.8383847123287,16.8
2011.838441780822,17.0
2011.838498849315,17.0
2011.8385559452054,17.8
2011.8386130136987,17.9
2011.8386700821918,17.5
2011.838727178082,17.4
2011.8387842465754,17.9
2011.8388413150685,18.4
2011.8388984109588,18.7
2011.8389554794521,19.3
2011.8390125479452,19.7
2011.8390696438357,19.3
2011.8391267123288,19.4
2011.839183780822,19.3
2011.8392408767124,18.0
2011.8392979452055,17.3
2011.8393550136987,16.2
2011.8394121095891,15.6
2011.8394691780823,15.3
2011.8395262465754,15.3
2011.8395833424659,17.0
2011.839640410959,18.3
2011.839697479452,18.7
2011.8397545753426,19.3
2011.8398116438357,19.7
2011.8398687123288,19.5
2011.8399258082193,19.4
2011.8399828767124,19.7
2011.8400399452055,19.7
2011.840097041096,19.8
2011.840154109589,19.5
2011.8402111780822,18.8
2011.8402682739727,19.0
2011.8403253424658,18.2
2011.840382410959,16.9
2011.8404395068494,17.2
2011.8404965753425,17.2
2011.8405536438356,17.5
2011.8406107397261,18.1
2011.8406678082192,17.5
2011.8407248767123,17.3
2011.8407819726028,17.2
2011.840839041096,17.3
2011.840896109589,17.5
2011.8409532054795,17.3
2011.8410102739726,17.2
2011.8411244383562,18.3
2011.8411815068494,18.8
2011.8412385753425,18.6
2011.841295671233,18.6
2011.841352739726,18.5
2011.8414098082192,18.3
2011.8414669041097,18.3
2011.8415239726028,18.6
2011.8415810410959,18.4
2011.8416381369864,17.9
2011.8416952054795,18.3
2011.8417522739726,18.0
2011.841809369863,17.2
2011.8418664383562,17.9
2011.8419235068493,18.9
2011.8419806027398,18.4
2011.842037671233,17.7
2011.842094739726,17.8
2011.8421518356165,17.9
2011.8422089041096,17.9
2011.8422659726027,17.8
2011.8423230684932,18.2
2011.8423801369863,18.6
2011.8424372054794,18.3
2011.84249430137,18.1
2011.842551369863,17.4
2011.8426084383561,16.8
2011.8426655342466,16.3
2011.8427226027397,15.5
2011.8427796712328,13.5
2011.8428367671233,11.8
2011.8428938356165,13.3
2011.8429509041096,12.3
2011.843008,11.3
2011.8430650684932,12.0
2011.8431221369863,12.3
2011.8431792328768,14.1
2011.8432363013699,14.6
2011.843293369863,15.4
2011.8433504657535,15.4
2011.8434075342466,14.9
2011.8434646027397,15.0
2011.8435216986302,15.1
2011.8435787671233,15.1
2011.8436358356164,15.0
2011.843692931507,14.9
2011.84375,14.7
2011.8438641643836,15.3
2011.8439212328767,15.1
2011.8439783013698,14.3
2011.8440353972603,13.7
2011.8440924657534,14.0
2011.8441495342465,14.4
2011.844206630137,13.7
2011.8442636986301,13.6
2011.8443207671232,13.6
2011.8443778630137,13.0
2011.8444349315068,12.7
2011.844492,12.3
2011.8445490958904,11.8
2011.8446061643835,12.2
2011.8446632328767,11.5
2011.8447203287672,10.0
2011.8447773972603,8.5
2011.8448344657534,7.5
2011.8448915616439,7.6
2011.844948630137,7.8
2011.84500569863,7.5
2011.8450627945206,7.3
2011.8451198630137,7.2
2011.8451769315068,7.4
2011.8452340273973,7.6
2011.8452910958904,6.9
2011.8453481643835,7.5
2011.845405260274,8.4
2011.845462328767,7.7
2011.8455193972602,7.5
2011.8455764931507,7.7
2011.8456335616438,8.9
2011.845690630137,9.3
2011.8457477260274,8.5
2011.8458047945205,8.4
2011.8458618630136,8.0
2011.8459189589041,9.1
2011.8459760273972,9.1
2011.8460330958903,8.7
2011.8460901917808,9.5
2011.846147260274,9.5
2011.846204328767,9.9
2011.8462614246575,9.8
2011.8463184931506,10.5
2011.8463755616438,11.7
2011.8464326575343,12.0
2011.8464897260274,12.2
2011.846603890411,12.6
2011.846660958904,10.8
2011.8467180273972,9.5
2011.8467751232877,9.7
2011.8468321917808,9.6
2011.8468892602739,9.5
2011.8469463561644,9.9
2011.8470034246575,10.0
2011.8470604931506,10.4
2011.847117589041,10.5
2011.8471746575342,10.3
2011.8472317260273,11.1
2011.8472888219178,11.5
2011.847345890411,11.8
2011.847402958904,11.5
2011.8474600547945,10.9
2011.8475171232876,10.8
2011.8475741917807,10.1
2011.8476312876712,9.2
2011.8476883561643,8.0
2011.8477454246574,6.3
2011.847802520548,6.0
2011.847859589041,6.5
2011.8479166575341,7.1
2011.8479737534246,8.1
2011.8480308219177,6.7
2011.8480878904109,6.1
2011.8481449863013,7.6
2011.8482020547945,7.9
2011.8482591232876,7.6
2011.848316219178,7.0
2011.8483732876712,7.4
2011.8484303561643,7.9
2011.8484874520548,7.8
2011.8485445205479,8.0
2011.8486015890412,7.8
2011.8486586849315,8.5
2011.8487157534246,9.3
2011.848772821918,9.3
2011.8488299178082,9.0
2011.8488869863013,8.9
2011.8489440547946,8.3
2011.849001150685,8.9
2011.849058219178,9.7
2011.8491152876713,8.7
2011.8491723835616,8.8
2011.8492294520547,9.0
2011.8493436164383,9.1
2011.8494006849314,8.4
2011.8494577534248,9.1
2011.849514849315,9.9
2011.8495719178081,9.3
2011.8496289863015,9.5
2011.8496860821917,9.8
2011.8497431506848,9.6
2011.8498002191782,10.6
2011.8498573150684,10.2
2011.8499143835616,10.1
2011.849971452055,12.3
2011.8500285479452,13.9
2011.8500856164383,13.7
2011.8501426849316,13.5
2011.8501997808219,14.5
2011.850256849315,15.8
2011.8503139178083,16.8
2011.8503710136986,17.1
2011.8504280821917,17.0
2011.850485150685,18.2
2011.8505422465753,20.0
2011.8505993150684,20.8
2011.8506563835617,22.5
2011.850713479452,24.1
2011.850770547945,24.7
2011.8508276164384,25.6
2011.8508847123287,26.3
2011.8509417808218,27.5
2011.8509988493151,29.0
2011.8510559452054,29.9
2011.8511130136985,28.6
2011.8511700821919,26.4
2011.8512271780821,28.7
2011.8512842465752,30.3
2011.8513413150686,28.4
2011.8513984109588,27.6
2011.851455479452,26.9
2011.8515125479453,26.6
2011.8515696438355,25.6
2011.8516267123289,25.3
2011.851683780822,26.7
2011.8517408767123,26.0
2011.8517979452056,25.3
2011.8518550136987,25.2
2011.851912109589,23.4
2011.8519691780823,23.6
2011.8520833424657,22.2
2011.852140410959,21.0
2011.8521974794521,20.8
2011.8522545753424,19.4
2011.8523116438357,18.3
2011.8523687123288,16.8
2011.852425808219,14.4
2011.8524828767124,13.3
2011.8525399452055,12.2
2011.8525970410958,12.6
2011.8526541095891,12.1
2011.8527111780822,11.7
2011.8527682739725,11.8
2011.8528253424658,11.2
2011.852882410959,11.1
2011.8529395068492,11.5
2011.8529965753426,11.8
2011.8530536438357,11.8
2011.853110739726,11.2
2011.8531678082193,10.6
2011.8532248767124,10.3
2011.8532819726026,11.2
2011.853339041096,11.6
2011.853396109589,12.2
2011.8534532054794,12.6
2011.8535102739727,12.0
2011.8535673424658,12.0
2011.853624438356,11.6
2011.8536815068494,11.9
2011.8537385753425,12.7
2011.8537956712328,12.9
2011.853852739726,13.4
2011.8539098082192,11.5
2011.8539669041095,10.0
2011.8540239726028,10.5
2011.854081041096,10.7
2011.8541381369862,10.7
2011.8541952054795,11.1
2011.8542522739726,11.2
2011.854309369863,10.5
2011.8543664383562,10.5
2011.8544235068493,11.2
2011.8544806027396,10.8
2011.854537671233,9.7
2011.854594739726,9.5
2011.8546518356166,8.8
2011.8547089041097,9.0
2011.8548230684933,10.2
2011.8548801369864,9.9
2011.8549372054795,9.8
2011.85499430137,9.9
2011.855051369863,10.3
2011.8551084383562,11.4
2011.8551655342467,12.9
2011.8552226027398,13.9
2011.855279671233,14.6
2011.8553367671234,15.4
2011.8553938356165,15.8
2011.8554509041096,16.5
2011.855508,17.0
2011.8555650684932,17.1
2011.8556221369863,16.8
2011.8556792328768,16.1
2011.85573630137,16.1
2011.855793369863,16.3
2011.8558504657535,16.1
2011.8559075342466,16.3
2011.8559646027397,16.3
2011.8560216986302,16.4
2011.8560787671233,16.0
2011.8561358356164,15.2
2011.856192931507,15.7
2011.85625,15.6
2011.8563070684932,15.0
2011.8563641643836,15.2
2011.8564212328768,16.3
2011.8564783013699,17.0
2011.8565353972604,16.7
2011.8565924657535,15.8
2011.8566495342466,14.7
2011.856706630137,14.3
2011.8567636986302,14.8
2011.8568207671233,15.9
2011.8568778630138,16.6
2011.8569349315069,17.5
2011.856992,18.4
2011.8570490958905,18.7
2011.8571061643836,19.6
2011.8571632328767,20.1
2011.8572203287672,19.8
2011.8572773972603,19.0
2011.8573344657534,18.8
2011.857391561644,17.8
2011.857448630137,17.0
2011.8575627945206,16.4
2011.8576198630137,14.6
2011.8576769315068,13.5
2011.8577340273973,12.7
2011.8577910958904,12.3
2011.8578481643835,11.4
2011.857905260274,11.2
2011.8579623287671,10.6
2011.8580193972603,10.4
2011.8580764931507,11.8
2011.8581335616439,11.9
2011.858190630137,11.3
2011.8582477260275,11.8
2011.8583047945206,12.5
2011.8583618630137,12.4
2011.8584189589042,12.4
2011.8584760273973,12.3
2011.8585330958904,11.8
2011.8585901917809,12.4
2011.858647260274,11.6
2011.858704328767,10.7
2011.8587614246576,12.7
2011.8588184931507,13.8
2011.8588755616438,14.1
2011.8589326575343,14.3
2011.8589897260274,13.0
2011.8590467945205,13.5
2011.859103890411,15.2
2011.859160958904,15.6
2011.8592180273972,15.9
2011.8592751232877,16.3
2011.8593321917808,15.8
2011.859389260274,15.4
2011.8594463561644,15.5
2011.8595034246575,15.6
2011.8595604931506,14.5
2011.8596175890411,11.9
2011.8596746575342,10.6
2011.8597317260273,9.5
2011.8597888219178,8.0
2011.859845890411,8.2
2011.859902958904,9.8
2011.8599600547946,10.8
2011.8600171232877,9.8
2011.8600741917808,9.8
2011.8601312876713,9.1
2011.8601883561644,7.7
2011.860302520548,9.6
2011.860359589041,9.7
2011.8604166575342,9.5
2011.8604737534247,9.7
2011.8605308219178,9.4
2011.860587890411,9.6
2011.8606449863014,10.2
2011.8607020547945,9.4
2011.8607591232876,8.9
2011.860816219178,8.6
2011.8608732876712,7.5
2011.8609303561643,7.8
2011.8609874520548,7.8
2011.861044520548,7.1
2011.861101589041,6.8
2011.8611586849315,6.8
2011.8612157534246,6.4
2011.8612728219177,6.3
2011.8613299178082,6.1
2011.8613869863013,6.0
2011.8614440547944,6.6
2011.861501150685,6.9
2011.861558219178,7.3
2011.8616152876712,7.9
2011.8616723835617,6.8
2011.8617294520548,6.4
2011.8617865205479,6.7
2011.8618436164384,7.2
2011.8619006849315,8.8
2011.8619577534246,9.7
2011.862014849315,12.1
2011.8620719178082,14.2
2011.8621289863013,14.4
2011.8621860821918,15.3
2011.862243150685,16.3
2011.862300219178,16.9
2011.8623573150685,17.0
2011.8624143835616,17.4
2011.8624714520547,17.9
2011.8625285479452,18.2
2011.8625856164383,18.7
2011.8626426849314,18.6
2011.862699780822,18.5
2011.862756849315,18.3
2011.8628139178081,18.7
2011.8628710136986,18.9
2011.8629280821917,18.7
2011.8630422465753,20.2
2011.8630993150684,20.0
2011.8631563835615,20.0
2011.863213479452,19.3
2011.8632705479451,18.7
2011.8633276164383,18.7
2011.8633847123288,18.6
2011.8634417808219,18.2
2011.863498849315,18.5
2011.8635559452055,18.8
2011.8636130136986,18.3
2011.8636700821917,18.3
2011.8637271780822,18.9
2011.8637842465753,19.0
2011.8638413150684,18.2
2011.8638984109589,17.7
2011.863955479452,17.5
2011.864012547945,17.1
2011.8640696438356,17.3
2011.8641267123287,17.3
2011.8641837808218,16.5
2011.8642408767123,16.5
2011.8642979452054,15.9
2011.8643550136987,15.7
2011.864412109589,15.4
2011.8644691780821,14.8
2011.8645262465755,15.2
2011.8645833424657,15.1
2011.8646404109588,14.6
2011.8646974794522,14.6
2011.8647545753424,14.7
2011.8648116438355,14.9
2011.8648687123289,15.2
2011.8649258082191,15.1
2011.8649828767122,15.0
2011.8650399452056,15.1
2011.8650970410959,15.0
2011.865154109589,15.0
2011.8652111780823,15.2
2011.8652682739726,14.9
2011.8653253424657,14.8
2011.865382410959,15.0
2011.8654395068493,15.0
2011.8654965753424,14.9
2011.8655536438357,15.3
2011.865610739726,15.1
2011.865667808219,14.7
2011.8657819726027,15.7
2011.8658390410958,15.2
2011.8658961095891,15.4
2011.8659532054794,15.5
2011.8660102739725,15.1
2011.8660673424658,14.9
2011.866124438356,15.2
2011.8661815068492,14.8
2011.8662385753425,14.4
2011.8662956712328,14.7
2011.866352739726,14.4
2011.8664098082193,14.2
2011.8664669041095,14.8
2011.8665239726026,15.3
2011.866581041096,14.7
2011.8666381369862,14.3
2011.8666952054793,14.2
2011.8667522739727,13.7
2011.866809369863,13.5
2011.866866438356,13.1
2011.8669235068494,13.0
2011.8669806027397,12.6
2011.8670376712328,12.0
2011.867094739726,12.5
2011.8671518356164,12.3
2011.8672089041097,11.9
2011.8672659726028,11.6
2011.867323068493,10.7
2011.8673801369864,9.8
2011.8674372054795,9.6
2011.8674943013698,10.0
2011.8675513698631,9.9
2011.8676084383562,9.8
2011.8676655342465,10.5
2011.8677226027398,11.0
2011.867779671233,11.4
2011.8678367671232,11.3
2011.8678938356165,11.5
2011.8679509041096,11.6
2011.868008,10.7
2011.8680650684933,10.7
2011.8681221369864,10.9
2011.8681792328766,11.6
2011.86823630137,11.8
2011.868293369863,11.8
2011.8683504657533,11.5
2011.8684075342467,11.5
2011.86852169863,16.2
2011.8685787671234,16.9
2011.8686358356165,16.8
2011.8686929315068,18.1
2011.86875,18.8
2011.8688070684932,18.9
2011.8688641643835,19.3
2011.8689212328768,20.0
2011.86897830137,20.8
2011.8690353972602,21.6
2011.8690924657535,21.9
2011.8691495342466,22.2
2011.869206630137,23.9
2011.8692636986302,23.8
2011.8693207671233,22.6
2011.8693778630136,23.0
2011.869434931507,22.4
2011.869492,21.7
2011.8695490958903,22.0
2011.8696061643836,21.8
2011.8696632328767,21.8
2011.869720328767,22.3
2011.8697773972603,21.6
2011.8698344657535,20.5
2011.8698915616437,18.6
2011.869948630137,17.3
2011.8700056986302,18.0
2011.8700627945204,16.6
2011.8701198630138,15.4
2011.8701769315069,16.4
2011.8702340273974,16.4
2011.8702910958905,15.1
2011.8703481643836,15.2
2011.870405260274,15.8
2011.8704623287672,16.3
2011.8705193972603,17.3
2011.8705764931508,19.2
2011.870633561644,20.0
2011.870690630137,18.4
2011.8707477260275,17.9
2011.8708047945206,18.9
2011.8708618630137,17.5
2011.8709189589042,15.2
2011.8709760273973,15.8
2011.8710330958904,17.2
2011.871090191781,17.8
2011.871147260274,19.1
2011.8712614246576,18.5
2011.8713184931507,18.4
2011.8713755616438,19.9
2011.8714326575343,19.9
2011.8714897260274,19.6
2011.8715467945206,20.5
2011.871603890411,19.8
2011.8716609589042,18.5
2011.8717180273973,18.6
2011.8717751232878,18.0
2011.8718321917809,18.4
2011.871889260274,19.2
2011.8719463561645,19.6
2011.8720034246576,18.4
2011.8720604931507,16.6
2011.8721175890412,15.8
2011.8721746575343,14.1
2011.8722317260274,13.5
2011.872288821918,13.6
2011.872345890411,14.4
2011.872402958904,15.5
2011.8724600547946,15.7
2011.8725171232877,16.1
2011.8725741917808,17.0
2011.8726312876713,16.8
2011.8726883561644,16.0
2011.8727454246575,16.0
2011.872802520548,15.1
2011.8728595890411,14.5
2011.8729166575342,14.3
2011.8729737534247,15.2
2011.8730308219178,15.7
2011.873087890411,15.5
2011.8731449863014,16.2
2011.8732020547945,17.4
2011.8732591232877,19.2
2011.8733162191782,20.4
2011.8733732876713,20.9
2011.8734303561644,20.8
2011.8734874520549,21.1
2011.873544520548,22.5
2011.873601589041,23.2
2011.8736586849316,22.7
2011.8737157534247,22.6
2011.8737728219178,22.4
2011.8738299178083,21.5
2011.8738869863014,21.6
2011.874001150685,22.0
2011.874058219178,22.1
2011.8741152876712,21.7
2011.8741723835617,21.9
2011.8742294520548,22.2
2011.874286520548,21.9
2011.8743436164384,21.6
2011.8744006849315,20.8
2011.8744577534246,21.2
2011.8745148493151,21.6
2011.8745719178082,21.4
2011.8746289863013,21.6
2011.8746860821918,21.9
2011.874743150685,21.5
2011.874800219178,20.6
2011.8748573150685,20.1
2011.8749143835616,19.8
2011.8749714520548,19.0
2011.8750285479452,18.6
2011.8750856164384,18.6
2011.8751426849315,18.9
2011.875199780822,18.9
2011.875256849315,18.8
2011.8753139178082,19.2
2011.8753710136987,19.1
2011.8754280821918,18.8
2011.8754851506849,19.2
2011.8755422465754,20.0
2011.8755993150685,19.7
2011.8756563835616,19.0
2011.875713479452,18.5
2011.8757705479452,17.9
2011.8758276164383,17.5
2011.8758847123288,16.0
2011.875941780822,14.2
2011.875998849315,12.5
2011.8760559452055,11.8
2011.8761130136986,11.5
2011.8761700821917,11.1
2011.8762271780822,11.9
2011.8762842465753,14.3
2011.8763413150684,16.7
2011.876398410959,17.4
2011.876455479452,17.7
2011.8765125479451,17.5
2011.8765696438356,15.5
2011.8766267123287,14.8
2011.8767408767123,13.0
2011.8767979452055,12.3
2011.8768550136986,11.9
2011.876912109589,12.6
2011.8769691780822,13.5
2011.8770262465753,13.6
2011.8770833424658,14.0
2011.8771404109589,14.4
2011.877197479452,14.7
2011.8772545753425,14.2
2011.8773116438356,13.4
2011.8773687123287,13.7
2011.8774258082192,13.6
2011.8774828767123,13.8
2011.8775399452054,14.2
2011.877597041096,14.5
2011.877654109589,15.2
2011.877711178082,15.4
2011.8777682739726,15.5
2011.8778253424657,15.6
2011.8778824109588,16.3
2011.8779395068493,16.4
2011.8779965753424,16.2
2011.8780536438355,16.5
2011.878110739726,16.2
2011.8781678082191,16.0
2011.8782248767122,16.7
2011.8782819726027,16.5
2011.8783390410958,15.9
2011.878396109589,16.4
2011.8784532054794,16.3
2011.8785102739726,16.1
2011.8785673424657,16.4
2011.8786244383562,16.6
2011.8786815068493,16.9
2011.8787385753424,16.8
2011.8787956712329,16.9
2011.878852739726,17.0
