frac_year,enso3.4,nao,pdo,qbo
2001.625,-0.05,-0.22,-0.77,-21.67
2001.708374,-0.2,-0.49,-1.37,-14.29
2001.791626,-0.14,0.25,-1.37,-10.81
2001.875,-0.37,0.53,-1.26,-3.88
2001.958374,-0.41,-0.86,-0.93,1.48
2002.04162598,-0.15,0.0,0.27,4.64
2002.125,-0.04,0.8,-0.64,8.0
2002.20837402,0.01,0.32,-0.43,9.32
2002.29162598,0.02,1.14,-0.32,14.03
2002.375,0.31,-0.15,-0.63,14.16
2002.45837402,0.72,0.69,-0.35,13.26
2002.541626,0.74,0.65,-0.31,10.05
2002.625,0.87,0.36,0.6,10.6
2002.708374,1.09,-0.54,0.43,8.9
2002.791626,1.25,-1.97,0.42,7.66
2002.875,1.47,-0.32,1.51,4.46
2002.958374,1.37,-0.96,2.1,-0.5
2003.04162598,0.6,-0.32,2.09,-1.39
2003.125,0.64,0.26,1.75,-1.43
2003.20837402,0.36,-0.07,1.51,-3.3
2003.29162598,-0.14,-0.34,1.18,-8.56
2003.375,-0.61,0.06,0.89,-13.63
2003.45837402,-0.29,0.24,0.68,-17.71
2003.541626,0.21,0.16,0.96,-22.99
2003.625,0.26,-0.22,0.88,-24.64
2003.708374,0.27,0.16,0.01,-22.51
2003.791626,0.42,-0.86,0.83,-20.34
2003.875,0.33,0.77,0.52,-17.86
2003.958374,0.43,0.5,0.33,-11.38
2004.04162598,0.27,-0.85,0.43,-4.84
2004.125,0.23,-0.6,0.48,2.61
2004.20837402,0.12,0.67,0.61,5.45
2004.29162598,0.07,1.11,0.57,10.46
2004.375,0.06,0.23,0.88,12.97
2004.45837402,0.13,-0.59,0.04,11.75
2004.541626,0.49,1.16,0.44,9.96
2004.625,0.76,-0.74,0.85,8.74
2004.708374,0.81,0.52,0.75,7.29
2004.791626,0.73,-0.69,-0.11,8.0
2004.875,0.66,0.63,-0.63,4.35
2004.958374,0.74,1.03,-0.17,2.45
2005.04162598,0.66,1.26,0.44,-0.69
2005.125,0.36,-0.51,0.81,-0.96
2005.20837402,0.45,-2.32,1.36,-0.33
2005.29162598,0.26,-0.47,1.03,-6.64
2005.375,0.3,-1.11,1.86,-15.09
2005.45837402,0.04,0.26,1.17,-20.59
2005.541626,-0.23,-0.48,0.66,-24.2
2005.625,-0.05,0.35,0.25,-25.87
2005.708374,-0.04,0.76,-0.46,-27.8
2005.791626,-0.06,-0.55,-1.32,-28.76
2005.875,-0.59,-0.46,-1.5,-29.55
2005.958374,-0.92,-0.5,0.2,-25.04
2006.04162598,-0.91,0.97,1.03,-18.83
2006.125,-0.67,-1.02,0.66,-11.24
2006.20837402,-0.71,-1.75,0.05,-0.38
2006.29162598,-0.32,1.2,0.4,5.0
2006.375,-0.09,-1.01,0.48,10.36
2006.45837402,0.0,1.15,1.04,11.47
2006.541626,0.01,0.93,0.35,10.75
2006.625,0.31,-2.35,-0.65,9.1
2006.708374,0.6,-1.43,-0.94,10.2
2006.791626,0.7,-1.92,-0.05,10.86
2006.875,0.99,0.33,-0.22,10.1
2006.958374,1.14,1.15,0.14,6.21
2007.04162598,0.7,-0.25,0.01,2.61
2007.125,0.13,-0.98,0.04,2.43
2007.20837402,-0.18,1.11,-0.36,1.24
2007.29162598,-0.32,0.04,0.16,-5.18
2007.375,-0.47,0.66,-0.1,-14.06
2007.45837402,-0.35,-1.01,0.09,-21.33
2007.541626,-0.59,-0.55,0.78,-24.92
2007.625,-0.72,-0.31,0.5,-27.41
2007.708374,-1.11,0.85,-0.36,-28.13
2007.791626,-1.39,1.0,-1.45,-29.05
2007.875,-1.54,0.48,-1.08,-27.61
2007.958374,-1.58,0.23,-0.58,-19.48
2008.04162598,-1.68,0.53,-1.0,-12.42
2008.125,-1.67,0.38,-0.77,-4.7
2008.20837402,-1.21,-0.32,-0.71,2.19
2008.29162598,-0.99,-1.31,-1.52,6.43
2008.375,-0.84,-1.55,-1.37,11.53
2008.45837402,-0.68,-1.09,-1.34,13.45
2008.541626,-0.3,-1.24,-1.67,13.27
2008.625,-0.13,-1.62,-1.7,11.63
2008.708374,-0.25,1.14,-1.55,11.6
2008.791626,-0.35,0.47,-1.76,11.05
2008.875,-0.46,-0.47,-1.25,9.13
2008.958374,-0.86,-0.35,-0.87,10.46
2009.04162598,-0.89,-0.52,-1.4,10.71
2009.125,-0.79,-0.38,-1.55,12.33
2009.20837402,-0.69,0.19,-1.59,11.44
2009.29162598,-0.35,-0.36,-1.65,9.11
2009.375,0.06,1.61,-0.88,1.56
2009.45837402,0.31,-0.91,-0.31,-5.47
2009.541626,0.48,-2.11,-0.53,-12.21
2009.625,0.56,-0.37,0.09,-14.45
2009.708374,0.68,1.62,0.52,-13.81
2009.791626,0.89,-0.61,0.27,-11.69
2009.875,1.46,-0.16,-0.4,-13.83
2009.958374,1.74,-1.88,0.08,-15.57
2010.04162598,1.52,-1.8,0.83,-16.02
2010.125,1.25,-2.69,0.82,-16.98
2010.20837402,0.9,-1.33,0.44,-19.68
2010.29162598,0.38,-0.93,0.78,-23.57
2010.375,-0.22,-1.33,0.62,-26.28
2010.45837402,-0.69,-0.52,-0.22,-25.05
2010.541626,-1.07,-0.39,-1.05,-9.84
2010.625,-1.39,-1.69,-1.27,1.45
2010.708374,-1.6,-0.62,-1.61,6.58
2010.791626,-1.69,-0.5,-1.06,10.83
2010.875,-1.64,-1.84,-0.82,12.16
2010.958374,-1.6,-1.8,-1.21,10.97
2011.04162598,-1.54,-1.53,-0.92,9.18
2011.125,-1.11,0.35,-0.83,10.05
2011.20837402,-0.93,0.24,-0.69,10.44
2011.29162598,-0.77,2.55,-0.42,10.71
2011.375,-0.52,-0.01,-0.37,10.02
2011.45837402,-0.38,-0.98,-0.69,3.9
2011.541626,-0.43,-1.48,-1.86,0.44
2011.625,-0.65,-1.85,-1.74,-0.49
2011.708374,-0.8,0.67,-1.79,-2.3
2011.791626,-1.05,0.94,-1.34,-3.05
2011.875,-1.19,1.3,-2.33,-9.09
2011.958374,-1.06,2.25,-1.79,-16.25
2012.04162598,-0.87,0.86,-1.38,-16.07
2012.125,-0.67,0.03,-0.85,-15.25
2012.20837402,-0.61,0.93,-1.05,-16.74
2012.29162598,-0.5,0.37,-0.27,-17.62
2012.375,-0.32,-0.79,-1.26,-22.04
2012.45837402,0.02,-2.25,-0.87,-25.89
2012.541626,0.25,-1.29,-1.52,-27.82
2012.625,0.47,-1.39,-1.93,-27.93
2012.708374,0.38,-0.43,-2.21,-26.6
2012.791626,0.26,-1.73,-0.79,-24.51
2012.875,0.16,-0.74,-0.59,-18.95
2012.958374,-0.25,0.07,-0.48,-10.02
2013.04162598,-0.53,-0.11,-0.13,-6.07
2013.125,-0.52,-0.96,-0.43,-1.23
2013.20837402,-0.25,-2.09,-0.63,2.85
2013.29162598,-0.25,0.6,-0.16,8.39
2013.375,-0.4,0.58,0.08,12.64
2013.45837402,-0.42,0.83,-0.78,13.38
2013.541626,-0.39,0.7,-1.25,14.27
2013.625,-0.38,1.12,-1.04,14.66
2013.708374,-0.18,0.38,-0.48,13.12
2013.791626,-0.2,-0.88,-0.87,11.69
2013.875,-0.14,0.81,-0.11,12.45
2013.958374,-0.17,0.79,-0.41,12.55
2014.04162598,-0.49,-0.17,0.3,13.13
2014.125,-0.62,1.07,0.38,12.68
2014.20837402,-0.28,0.44,0.97,11.72
2014.29162598,0.08,0.19,1.13,7.15
2014.375,0.32,-0.8,1.8,-2.81
2014.45837402,0.23,-0.67,0.82,-13.98
2014.541626,-0.06,0.21,0.7,-19.29
2014.625,-0.03,-2.28,0.67,-21.64
2014.708374,0.29,1.72,1.08,-23.24
2014.791626,0.44,-0.87,1.49,-23.86
2014.875,0.75,0.58,1.72,-23.65
2014.958374,0.71,1.63,2.51,-25.38
2015.04162598,0.51,1.57,2.45,-26.7
2015.125,0.42,1.05,2.3,-28.62
2015.20837402,0.47,1.12,2.0,-28.15
2015.29162598,0.7,0.64,1.44,-24.38
2015.375,0.92,0.19,1.2,-12.33
2015.45837402,1.18,0.24,1.54,2.18
2015.541626,1.46,-3.14,1.84,7.45
2015.625,1.93,-1.1,1.56,10.97
2015.708374,2.21,-0.49,1.94,12.07
2015.791626,2.36,0.99,1.47,13.38
2015.875,2.72,1.7,0.86,12.79
2015.958374,2.66,1.99,1.01,11.39
2016.04162598,2.57,-0.37,1.53,9.34
2016.125,2.26,1.35,1.75,6.77
2016.20837402,1.62,0.37,2.4,3.16
2016.29162598,0.91,0.26,2.62,0.64
2016.375,0.3,-0.67,2.35,2.37
2016.45837402,-0.03,-0.13,2.03,3.86
2016.541626,-0.48,-1.72,1.25,6.25
2016.625,-0.58,-2.24,0.52,10.07
2016.708374,-0.58,0.74,0.45,10.48
2016.791626,-0.74,0.96,0.56,12.83
2016.875,-0.76,-0.31,1.88,14.16
2016.958374,-0.5,0.35,1.17,15.09
2017.04162598,-0.43,0.05,0.77,14.92
2017.125,-0.08,0.69,0.7,14.78
2017.20837402,0.03,0.37,0.74,14.35
2017.29162598,0.22,1.74,1.12,13.88
2017.375,0.37,-1.72,0.88,8.01
2017.45837402,0.34,0.35,0.79,-3.18
2017.541626,0.25,1.28,0.1,-10.48
2017.625,-0.16,-1.53,0.09,-14.42
2017.708374,-0.43,-0.45,0.32,-15.28
2017.791626,-0.56,0.71,0.05,-16.79
2017.875,-0.97,-0.14,0.15,-17.2
2017.958374,-0.98,0.73,0.5,-18.12
2018.04162598,-0.98,1.17,0.7,-19.02
2018.125,-0.78,1.34,0.37,-19.37
2018.20837402,-0.8,-1.38,-0.05,-19.77
2018.29162598,-0.51,1.2,0.11,-21.41
2018.375,-0.2,2.02,0.11,-24.23
2018.45837402,0.04,1.41,-0.04,-28.45
2018.541626,0.12,1.42,0.11,-29.1
2018.625,0.09,2.4,0.18,-20.41
2018.708374,0.47,1.78,0.09,-9.91
2018.791626,0.9,1.53,0.26,-2.79
2018.875,0.9,-0.25,-0.05,3.36
2018.958374,0.89,0.48,0.52,8.05
2019.04162598,0.65,0.18,0.66,9.02
2019.125,0.71,-0.11,0.46,9.25
2019.20837402,0.81,0.89,0.37,11.82
2019.29162598,0.62,0.36,1.07,13.36
2019.375,0.55,-2.38,1.03,14.59
2019.45837402,0.45,-0.79,1.09,14.36
2019.541626,0.35,-1.39,1.03,10.96
2019.625,0.04,-1.62,0.38,9.97
2019.708374,0.03,-0.01,0.41,8.25
2019.791626,0.48,-1.03,-0.45,7.27
2019.875,0.52,0.16,0.15,5.07
2019.958374,0.52,1.02,0.97,1.66
2020.04162598,0.6,1.05,-0.23,-2.51
2020.125,0.37,0.98,-0.68,-3.2
2020.20837402,0.48,0.66,-0.82,-4.36
2020.29162598,0.36,-1.26,-0.57,-5.03
2020.375,-0.27,-0.33,0.09,-4.86
2020.45837402,-0.34,0.16,-0.08,-2.78
2020.541626,-0.3,-1.19,-0.38,0.34
2020.625,-0.59,0.03,-0.28,4.78
2020.708374,-0.83,1.11,-0.7,7.95
2020.791626,-1.26,-0.2,-0.69,10.8
2020.875,-1.42,2.54,-1.12,11.15
2020.958374,-1.15,-0.37,-0.9,10.37
